日期,年,季,月,日,年度名称,季度名称,年度季度,年季编号,月份名称,英文月份,年度月份,年月编号,年度第几日,星期编号,星期英文,年度第几周,周编号,年周,日期编码,CN节假日判断,CN节假日名称,农历日期,农历年,农历月日
2023-01-11,2023,1,1,11,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,11,星期三,Wednesday,3,W3,2023W3,20230111,否,工作日,二零二二年腊月二十 壬寅年 (虎年),二零二二年,腊月二十
2023-01-12,2023,1,1,12,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,12,星期四,Thursday,3,W3,2023W3,20230112,否,工作日,二零二二年腊月二十一 壬寅年 (虎年),二零二二年,腊月二十一
2023-01-13,2023,1,1,13,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,13,星期五,Friday,3,W3,2023W3,20230113,否,工作日,二零二二年腊月二十二 壬寅年 (虎年),二零二二年,腊月二十二
2023-01-14,2023,1,1,14,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,14,星期六,Saturday,3,W3,2023W3,20230114,是,周末,二零二二年腊月二十三 壬寅年 (虎年),二零二二年,腊月二十三
2023-01-15,2023,1,1,15,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,15,星期日,Sunday,3,W3,2023W3,20230115,是,周末,二零二二年腊月二十四 壬寅年 (虎年),二零二二年,腊月二十四
2023-01-16,2023,1,1,16,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,16,星期一,Monday,4,W4,2023W4,20230116,否,工作日,二零二二年腊月二十五 壬寅年 (虎年),二零二二年,腊月二十五
2023-01-17,2023,1,1,17,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,17,星期二,Tuesday,4,W4,2023W4,20230117,否,工作日,二零二二年腊月二十六 壬寅年 (虎年),二零二二年,腊月二十六
2023-01-18,2023,1,1,18,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,18,星期三,Wednesday,4,W4,2023W4,20230118,否,工作日,二零二二年腊月二十七 壬寅年 (虎年),二零二二年,腊月二十七
2023-01-19,2023,1,1,19,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,19,星期四,Thursday,4,W4,2023W4,20230119,否,工作日,二零二二年腊月二十八 壬寅年 (虎年),二零二二年,腊月二十八
2023-01-20,2023,1,1,20,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,20,星期五,Friday,4,W4,2023W4,20230120,否,工作日,二零二二年腊月二十九 壬寅年 (虎年),二零二二年,腊月二十九
2023-01-21,2023,1,1,21,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,21,星期六,Saturday,4,W4,2023W4,20230121,是,春节,二零二二年腊月三十 壬寅年 (虎年),二零二二年,腊月三十
2023-01-22,2023,1,1,22,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,22,星期日,Sunday,4,W4,2023W4,20230122,是,春节,二零二三年正月初一 癸卯年 (兔年),二零二三年,正月初一
2023-01-23,2023,1,1,23,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,23,星期一,Monday,5,W5,2023W5,20230123,是,春节,二零二三年正月初二 癸卯年 (兔年),二零二三年,正月初二
2023-01-24,2023,1,1,24,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,24,星期二,Tuesday,5,W5,2023W5,20230124,是,春节,二零二三年正月初三 癸卯年 (兔年),二零二三年,正月初三
2023-01-25,2023,1,1,25,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,25,星期三,Wednesday,5,W5,2023W5,20230125,是,春节,二零二三年正月初四 癸卯年 (兔年),二零二三年,正月初四
2023-01-26,2023,1,1,26,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,26,星期四,Thursday,5,W5,2023W5,20230126,是,春节,二零二三年正月初五 癸卯年 (兔年),二零二三年,正月初五
2023-01-27,2023,1,1,27,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,27,星期五,Friday,5,W5,2023W5,20230127,是,春节,二零二三年正月初六 癸卯年 (兔年),二零二三年,正月初六
2023-01-28,2023,1,1,28,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,28,星期六,Saturday,5,W5,2023W5,20230128,否,工作日,二零二三年正月初七 癸卯年 (兔年),二零二三年,正月初七
2023-01-29,2023,1,1,29,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,29,星期日,Sunday,5,W5,2023W5,20230129,否,工作日,二零二三年正月初八 癸卯年 (兔年),二零二三年,正月初八
2023-01-30,2023,1,1,30,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,30,星期一,Monday,6,W6,2023W6,20230130,否,工作日,二零二三年正月初九 癸卯年 (兔年),二零二三年,正月初九
2023-01-31,2023,1,1,31,Y2023,Q1,Y2023Q1,20231,一月,January,202301,13,31,星期二,Tuesday,6,W6,2023W6,20230131,否,工作日,二零二三年正月初十 癸卯年 (兔年),二零二三年,正月初十
2023-02-01,2023,1,2,1,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,32,星期三,Wednesday,6,W6,2023W6,20230201,否,工作日,二零二三年正月十一 癸卯年 (兔年),二零二三年,正月十一
2023-02-02,2023,1,2,2,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,33,星期四,Thursday,6,W6,2023W6,20230202,否,工作日,二零二三年正月十二 癸卯年 (兔年),二零二三年,正月十二
2023-02-03,2023,1,2,3,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,34,星期五,Friday,6,W6,2023W6,20230203,否,工作日,二零二三年正月十三 癸卯年 (兔年),二零二三年,正月十三
2023-02-04,2023,1,2,4,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,35,星期六,Saturday,6,W6,2023W6,20230204,是,周末,二零二三年正月十四 癸卯年 (兔年),二零二三年,正月十四
2023-02-05,2023,1,2,5,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,36,星期日,Sunday,6,W6,2023W6,20230205,是,周末,二零二三年正月十五 癸卯年 (兔年),二零二三年,正月十五
2023-02-06,2023,1,2,6,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,37,星期一,Monday,7,W7,2023W7,20230206,否,工作日,二零二三年正月十六 癸卯年 (兔年),二零二三年,正月十六
2023-02-07,2023,1,2,7,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,38,星期二,Tuesday,7,W7,2023W7,20230207,否,工作日,二零二三年正月十七 癸卯年 (兔年),二零二三年,正月十七
2023-02-08,2023,1,2,8,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,39,星期三,Wednesday,7,W7,2023W7,20230208,否,工作日,二零二三年正月十八 癸卯年 (兔年),二零二三年,正月十八
2023-02-09,2023,1,2,9,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,40,星期四,Thursday,7,W7,2023W7,20230209,否,工作日,二零二三年正月十九 癸卯年 (兔年),二零二三年,正月十九
2023-02-10,2023,1,2,10,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,41,星期五,Friday,7,W7,2023W7,20230210,否,工作日,二零二三年正月二十 癸卯年 (兔年),二零二三年,正月二十
2023-02-11,2023,1,2,11,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,42,星期六,Saturday,7,W7,2023W7,20230211,是,周末,二零二三年正月二十一 癸卯年 (兔年),二零二三年,正月二十一
2023-02-12,2023,1,2,12,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,43,星期日,Sunday,7,W7,2023W7,20230212,是,周末,二零二三年正月二十二 癸卯年 (兔年),二零二三年,正月二十二
2023-02-13,2023,1,2,13,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,44,星期一,Monday,8,W8,2023W8,20230213,否,工作日,二零二三年正月二十三 癸卯年 (兔年),二零二三年,正月二十三
2023-02-14,2023,1,2,14,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,45,星期二,Tuesday,8,W8,2023W8,20230214,否,工作日,二零二三年正月二十四 癸卯年 (兔年),二零二三年,正月二十四
2023-02-15,2023,1,2,15,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,46,星期三,Wednesday,8,W8,2023W8,20230215,否,工作日,二零二三年正月二十五 癸卯年 (兔年),二零二三年,正月二十五
2023-02-16,2023,1,2,16,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,47,星期四,Thursday,8,W8,2023W8,20230216,否,工作日,二零二三年正月二十六 癸卯年 (兔年),二零二三年,正月二十六
2023-02-17,2023,1,2,17,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,48,星期五,Friday,8,W8,2023W8,20230217,否,工作日,二零二三年正月二十七 癸卯年 (兔年),二零二三年,正月二十七
2023-02-18,2023,1,2,18,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,49,星期六,Saturday,8,W8,2023W8,20230218,是,周末,二零二三年正月二十八 癸卯年 (兔年),二零二三年,正月二十八
2023-02-19,2023,1,2,19,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,50,星期日,Sunday,8,W8,2023W8,20230219,是,周末,二零二三年正月二十九 癸卯年 (兔年),二零二三年,正月二十九
2023-02-20,2023,1,2,20,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,51,星期一,Monday,9,W9,2023W9,20230220,否,工作日,二零二三年二月初一 癸卯年 (兔年),二零二三年,二月初一
2023-02-21,2023,1,2,21,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,52,星期二,Tuesday,9,W9,2023W9,20230221,否,工作日,二零二三年二月初二 癸卯年 (兔年),二零二三年,二月初二
2023-02-22,2023,1,2,22,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,53,星期三,Wednesday,9,W9,2023W9,20230222,否,工作日,二零二三年二月初三 癸卯年 (兔年),二零二三年,二月初三
2023-02-23,2023,1,2,23,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,54,星期四,Thursday,9,W9,2023W9,20230223,否,工作日,二零二三年二月初四 癸卯年 (兔年),二零二三年,二月初四
2023-02-24,2023,1,2,24,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,55,星期五,Friday,9,W9,2023W9,20230224,否,工作日,二零二三年二月初五 癸卯年 (兔年),二零二三年,二月初五
2023-02-25,2023,1,2,25,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,56,星期六,Saturday,9,W9,2023W9,20230225,是,周末,二零二三年二月初六 癸卯年 (兔年),二零二三年,二月初六
2023-02-26,2023,1,2,26,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,57,星期日,Sunday,9,W9,2023W9,20230226,是,周末,二零二三年二月初七 癸卯年 (兔年),二零二三年,二月初七
2023-02-27,2023,1,2,27,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,58,星期一,Monday,10,W10,2023W10,20230227,否,工作日,二零二三年二月初八 癸卯年 (兔年),二零二三年,二月初八
2023-02-28,2023,1,2,28,Y2023,Q1,Y2023Q1,20231,二月,February,202302,14,59,星期二,Tuesday,10,W10,2023W10,20230228,否,工作日,二零二三年二月初九 癸卯年 (兔年),二零二三年,二月初九
2023-03-01,2023,1,3,1,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,60,星期三,Wednesday,10,W10,2023W10,20230301,否,工作日,二零二三年二月初十 癸卯年 (兔年),二零二三年,二月初十
2023-03-02,2023,1,3,2,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,61,星期四,Thursday,10,W10,2023W10,20230302,否,工作日,二零二三年二月十一 癸卯年 (兔年),二零二三年,二月十一
2023-03-03,2023,1,3,3,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,62,星期五,Friday,10,W10,2023W10,20230303,否,工作日,二零二三年二月十二 癸卯年 (兔年),二零二三年,二月十二
2023-03-04,2023,1,3,4,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,63,星期六,Saturday,10,W10,2023W10,20230304,是,周末,二零二三年二月十三 癸卯年 (兔年),二零二三年,二月十三
2023-03-05,2023,1,3,5,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,64,星期日,Sunday,10,W10,2023W10,20230305,是,周末,二零二三年二月十四 癸卯年 (兔年),二零二三年,二月十四
2023-03-06,2023,1,3,6,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,65,星期一,Monday,11,W11,2023W11,20230306,否,工作日,二零二三年二月十五 癸卯年 (兔年),二零二三年,二月十五
2023-03-07,2023,1,3,7,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,66,星期二,Tuesday,11,W11,2023W11,20230307,否,工作日,二零二三年二月十六 癸卯年 (兔年),二零二三年,二月十六
2023-03-08,2023,1,3,8,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,67,星期三,Wednesday,11,W11,2023W11,20230308,否,工作日,二零二三年二月十七 癸卯年 (兔年),二零二三年,二月十七
2023-03-09,2023,1,3,9,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,68,星期四,Thursday,11,W11,2023W11,20230309,否,工作日,二零二三年二月十八 癸卯年 (兔年),二零二三年,二月十八
2023-03-10,2023,1,3,10,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,69,星期五,Friday,11,W11,2023W11,20230310,否,工作日,二零二三年二月十九 癸卯年 (兔年),二零二三年,二月十九
2023-03-11,2023,1,3,11,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,70,星期六,Saturday,11,W11,2023W11,20230311,是,周末,二零二三年二月二十 癸卯年 (兔年),二零二三年,二月二十
2023-03-12,2023,1,3,12,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,71,星期日,Sunday,11,W11,2023W11,20230312,是,周末,二零二三年二月二十一 癸卯年 (兔年),二零二三年,二月二十一
2023-03-13,2023,1,3,13,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,72,星期一,Monday,12,W12,2023W12,20230313,否,工作日,二零二三年二月二十二 癸卯年 (兔年),二零二三年,二月二十二
2023-03-14,2023,1,3,14,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,73,星期二,Tuesday,12,W12,2023W12,20230314,否,工作日,二零二三年二月二十三 癸卯年 (兔年),二零二三年,二月二十三
2023-03-15,2023,1,3,15,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,74,星期三,Wednesday,12,W12,2023W12,20230315,否,工作日,二零二三年二月二十四 癸卯年 (兔年),二零二三年,二月二十四
2023-03-16,2023,1,3,16,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,75,星期四,Thursday,12,W12,2023W12,20230316,否,工作日,二零二三年二月二十五 癸卯年 (兔年),二零二三年,二月二十五
2023-03-17,2023,1,3,17,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,76,星期五,Friday,12,W12,2023W12,20230317,否,工作日,二零二三年二月二十六 癸卯年 (兔年),二零二三年,二月二十六
2023-03-18,2023,1,3,18,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,77,星期六,Saturday,12,W12,2023W12,20230318,是,周末,二零二三年二月二十七 癸卯年 (兔年),二零二三年,二月二十七
2023-03-19,2023,1,3,19,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,78,星期日,Sunday,12,W12,2023W12,20230319,是,周末,二零二三年二月二十八 癸卯年 (兔年),二零二三年,二月二十八
2023-03-20,2023,1,3,20,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,79,星期一,Monday,13,W13,2023W13,20230320,否,工作日,二零二三年二月二十九 癸卯年 (兔年),二零二三年,二月二十九
2023-03-21,2023,1,3,21,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,80,星期二,Tuesday,13,W13,2023W13,20230321,否,工作日,二零二三年二月三十 癸卯年 (兔年),二零二三年,二月三十
2023-03-22,2023,1,3,22,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,81,星期三,Wednesday,13,W13,2023W13,20230322,否,工作日,二零二三年闰二月初一 癸卯年 (兔年),二零二三年,闰二月初一
2023-03-23,2023,1,3,23,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,82,星期四,Thursday,13,W13,2023W13,20230323,否,工作日,二零二三年闰二月初二 癸卯年 (兔年),二零二三年,闰二月初二
2023-03-24,2023,1,3,24,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,83,星期五,Friday,13,W13,2023W13,20230324,否,工作日,二零二三年闰二月初三 癸卯年 (兔年),二零二三年,闰二月初三
2023-03-25,2023,1,3,25,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,84,星期六,Saturday,13,W13,2023W13,20230325,是,周末,二零二三年闰二月初四 癸卯年 (兔年),二零二三年,闰二月初四
2023-03-26,2023,1,3,26,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,85,星期日,Sunday,13,W13,2023W13,20230326,是,周末,二零二三年闰二月初五 癸卯年 (兔年),二零二三年,闰二月初五
2023-03-27,2023,1,3,27,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,86,星期一,Monday,14,W14,2023W14,20230327,否,工作日,二零二三年闰二月初六 癸卯年 (兔年),二零二三年,闰二月初六
2023-03-28,2023,1,3,28,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,87,星期二,Tuesday,14,W14,2023W14,20230328,否,工作日,二零二三年闰二月初七 癸卯年 (兔年),二零二三年,闰二月初七
2023-03-29,2023,1,3,29,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,88,星期三,Wednesday,14,W14,2023W14,20230329,否,工作日,二零二三年闰二月初八 癸卯年 (兔年),二零二三年,闰二月初八
2023-03-30,2023,1,3,30,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,89,星期四,Thursday,14,W14,2023W14,20230330,否,工作日,二零二三年闰二月初九 癸卯年 (兔年),二零二三年,闰二月初九
2023-03-31,2023,1,3,31,Y2023,Q1,Y2023Q1,20231,三月,March,202303,15,90,星期五,Friday,14,W14,2023W14,20230331,否,工作日,二零二三年闰二月初十 癸卯年 (兔年),二零二三年,闰二月初十
2023-04-01,2023,2,4,1,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,91,星期六,Saturday,14,W14,2023W14,20230401,是,周末,二零二三年闰二月十一 癸卯年 (兔年),二零二三年,闰二月十一
2023-04-02,2023,2,4,2,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,92,星期日,Sunday,14,W14,2023W14,20230402,是,周末,二零二三年闰二月十二 癸卯年 (兔年),二零二三年,闰二月十二
2023-04-03,2023,2,4,3,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,93,星期一,Monday,15,W15,2023W15,20230403,否,工作日,二零二三年闰二月十三 癸卯年 (兔年),二零二三年,闰二月十三
2023-04-04,2023,2,4,4,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,94,星期二,Tuesday,15,W15,2023W15,20230404,否,工作日,二零二三年闰二月十四 癸卯年 (兔年),二零二三年,闰二月十四
2023-04-05,2023,2,4,5,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,95,星期三,Wednesday,15,W15,2023W15,20230405,是,清明节,二零二三年闰二月十五 癸卯年 (兔年),二零二三年,闰二月十五
2023-04-06,2023,2,4,6,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,96,星期四,Thursday,15,W15,2023W15,20230406,否,工作日,二零二三年闰二月十六 癸卯年 (兔年),二零二三年,闰二月十六
2023-04-07,2023,2,4,7,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,97,星期五,Friday,15,W15,2023W15,20230407,否,工作日,二零二三年闰二月十七 癸卯年 (兔年),二零二三年,闰二月十七
2023-04-08,2023,2,4,8,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,98,星期六,Saturday,15,W15,2023W15,20230408,是,周末,二零二三年闰二月十八 癸卯年 (兔年),二零二三年,闰二月十八
2023-04-09,2023,2,4,9,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,99,星期日,Sunday,15,W15,2023W15,20230409,是,周末,二零二三年闰二月十九 癸卯年 (兔年),二零二三年,闰二月十九
2023-04-10,2023,2,4,10,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,100,星期一,Monday,16,W16,2023W16,20230410,否,工作日,二零二三年闰二月二十 癸卯年 (兔年),二零二三年,闰二月二十
2023-04-11,2023,2,4,11,Y2023,Q2,Y2023Q2,20232,四月,April,202304,16,101,星期二,Tuesday,16,W16,2023W16,20230411,否,工作日,二零二三年闰二月二十一 癸卯年 (兔年),二零二三年,闰二月二十一
